Application,Timestamp,Description,Flat UI,Speed vs Accuracy,Avg. num selectables in view,Max num selectables in view,Unique target,Selectable size,Target distance,Static or moving target,Arrangement,Reference Frame,Direction,Occlusion,Selection Technique,Hover feedback,Feedback immediacy,Locomotion allowed,X,Y,color
A Township Tale,https://youtu.be/m0lClZrF9nY?t=149,2. Adding a selected object as a feature to another,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Release-to-select,no,yes,yes,10.844546,-29.735252,Blue
A Township Tale,https://youtu.be/m0lClZrF9nY?t=170,3. Swiping a flat panel to go throw the items,3D,speed,1-2,1-2,no,large,Peripersonal,static,grid,Environment,center,none,Manipulate-to-select,no,yes,yes,-14.1872635,15.452202,MediumPurple
A Township Tale,https://youtu.be/m0lClZrF9nY?t=273,4. Moving a selected slider button,3D,equal,1-2,3-9,no,medium,Peripersonal,static,list,Environment,center,none,Manipulate-to-select,no,yes,yes,-13.040798,15.92709,MediumPurple
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=63,5. Throwing selected object away ,3D,speed,10-19,10-19,no,medium,Extrapersonal,static,random,Environment,both,minimal,Throw,no,yes,no,34.591248,13.889538,DeepSkyBlue
A Township Tale,https://youtu.be/gooDnzvQTQ0?si=0yPCynVPGa7JOoxC&t=201,7. Hovering an object over an specific area,3D,accuracy,3-9,3-9,no,medium,Peripersonal,static,grid,Environment,center,minimal,Hover,yes,yes,yes,-12.697757,-0.17499265,DarkTurquoise
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=117,8. Selecting colors for a brush by touching paint with brush,3D,accuracy,10-19,10-19,yes,small,Peripersonal,static,grid,Environment,center,none,Touch,no,no,yes,46.730404,-2.188651,Tomato
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=293,11. Selecting a backpack from back and holding it on the hand,3D,accuracy,1-2,1-2,yes,medium,On-body,static,grid,Torso,periphery,heavy,Grasp,no,yes,no,-30.308237,8.55989,Green
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=308,12. Selecting items from backpack UI,2D,accuracy,3-9,20+,yes,small,On-body,static,grid,Hand,center,none,Grasp,no,yes,no,-19.707195,-4.852845,Green
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=314,13. Adding Items to the inventory belt UI,3D,accuracy,3-9,20+,yes,small,On-body,static,circular,Torso,both,heavy,Release-to-select,no,yes,no,18.226501,-28.069035,Blue
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=310,14. Picking items from inventory belt UI,3D,accuracy,3-9,20+,yes,small,On-body,static,circular,Torso,both,heavy,Grasp,no,yes,no,-32.2851,9.088178,Green
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=390,15. Adding items to backpack UI,3D,accuracy,3-9,20+,yes,small,On-body,static,grid,Torso,center,none,Release-to-select,no,yes,no,17.952082,-27.983206,Blue
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=310,16. Combining two items together to create a desired item,3D,equal,3-9,3-9,no,medium,On-body,static,random,Hand,center,none,Release-to-select,yes,yes,no,15.377142,-30.207903,Blue
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=362,17. Crossing an item over another one the achieve desired action (such as breaking a box),3D,equal,3-9,20+,no,medium,Peripersonal,static,random,Environment,center,minimal,Cross,no,no,yes,-39.184303,-8.578168,Chocolate
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=818,18. Going through pages of a selected book,3D,speed,1-2,1-2,no,small,On-body,static,random,Hand,center,none,Grasp,no,yes,no,-22.215164,-4.9026494,Green
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=888,19. Removing pages from book ,3D,accuracy,1-2,1-2,no,small,On-body,static,random,Hand,center,none,Grasp,no,yes,no,-22.125235,-4.934313,Green
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=1186,21. Button selection to interact with env objects,3D,equal,1-2,3-9,no,medium,Peripersonal,static,random,Environment,center,none,Press Virtual Button,no,yes,yes,3.9432156,-36.582607,LimeGreen
A Township Tale,https://youtu.be/gooDnzvQTQ0?t=2020,22. Holding food and potions near mouth to consume them,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Head,center,minimal,Hover,no,yes,no,-12.851854,4.4737797,DarkTurquoise
A Township Tale,https://youtu.be/2X2kwxz1b4c?t=37,24. Changing a state of an object rack by pulling a selected rope,3D,equal,1-2,3-9,no,medium,Peripersonal,static,list,Environment,center,none,Manipulate-to-select,no,yes,yes,-13.252824,16.62304,MediumPurple
A Township Tale,https://youtu.be/OoqEwdx_8no?t=470,25. Pressing 2D buttons on a circular UI around hand,2D,accuracy,3-9,3-9,yes,small,On-body,static,circular,Torso,center,none,Release-to-select,yes,yes,no,17.103052,-29.144293,Blue
A Township Tale,https://youtu.be/OoqEwdx_8no?t=485,26. Building an object by placing material on the schemetics of the object,3D,equal,3-9,3-9,no,medium,Peripersonal,static,random,Environment,center,none,Release-to-select,yes,yes,yes,10.801559,-29.975876,Blue
A Township Tale,https://youtu.be/OoqEwdx_8no?si=g-3KGurF6UuEiAk2&t=2441 ,27. Hitting enemies with melee weapons,3D,equal,10-19,10-19,no,large,Peripersonal,moving,random,Environment,center,minimal,Cross,no,no,yes,-38.382988,-9.058399,Chocolate
Cubism,https://youtu.be/YM9LI2j44RQ?si=9dVVJ03903YXm0CM&t=223,1. Selection from a hand-held 2D flat menu,2D,equal,3-9,10-19,yes,small,On-body,both,grid,Hand,both,minimal,Grasp,yes,yes,no,-19.438396,-4.873122,Green
Cubism,https://youtu.be/YM9LI2j44RQ?t=130,2. Selection of mutiple simple shape objects,3D,equal,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,both,heavy,Grasp,no,yes,yes,-8.933094,-17.230627,Green
Moss: Book II,https://youtu.be/O6OAFXDocGQ?t=255 ,1. Select objects with a direct grasp from the VE,3D,accuracy,1-2,1-2,yes,small,Peripersonal,both,random,Environment,center,none,Grasp,yes,yes,no,-21.651598,-13.672908,Green
Moss: Book II,https://youtu.be/O6OAFXDocGQ?t=347 ,2. Push selected object,3D,equal,1-2,1-2,no,medium,Peripersonal,static,random,Environment,center,minimal,Grasp,yes,yes,yes,-21.10467,-12.1578865,Green
Moss: Book II,https://youtu.be/fKildakaIqQ?t=66 ,6. Flip selected pages on a book,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,no,-18.459513,-11.255174,Green
Keep Talking and Nobody Explodes,https://youtu.be/hq1R1svbp44?t=92,1. Selecting flat 2D buttons on a panel,2D,equal,1-2,3-9,yes,small,Peripersonal,static,list,Environment,center,none,Grasp,yes,yes,no,-13.202486,-9.298827,Green
Keep Talking and Nobody Explodes,https://youtu.be/hq1R1svbp44?t=102,2. Grabing objects in VE,3D,equal,3-9,3-9,yes,medium,Peripersonal,static,grid,Environment,center,none,Grasp,yes,yes,no,-7.044387,-14.576773,Green
OhShape,https://youtu.be/B3VQftJw8M0?t=207,1. Selection of 2D buttons from a far off menu UI,2D,accuracy,10-19,20+,yes,large,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,7.6156383,9.894572,Red
OhShape,https://youtu.be/B3VQftJw8M0?t=229,2. Selecting specific areas of the wall by touch,3D,equal,3-9,3-9,no,medium,Peripersonal,moving,random,Environment,both,heavy,Touch,no,yes,yes,47.299828,-0.9046394,Tomato
OhShape,https://youtu.be/B3VQftJw8M0?t=235,3. Selection of in game coins by pushing them,3D,equal,3-9,3-9,no,medium,Peripersonal,moving,random,Environment,both,heavy,Push,no,yes,yes,7.3423347,-32.509563,Olive
Star Trek: Bridge Crew,https://youtu.be/JwBk3LnIcRo?t=39,1. Selection of a panel UI elements,2D,equal,3-9,3-9,yes,medium,Peripersonal,static,list,Environment,both,minimal,Grasp,no,yes,no,-12.940034,-9.54221,Green
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=150,1. Directly grasp items from the VE,3D,equal,1-2,3-9,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-18.413557,-17.326138,Green
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=259,2. Select from a confirmation closeby UI,2D,accuracy,1-2,3-9,yes,large,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,yes,6.093813,12.375648,Red
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=262,3. Grasp slightly distant items,3D,equal,1-2,3-9,no,medium,Extrapersonal,static,random,Environment,center,none,Point,no,yes,yes,-5.6573644,33.98679,Red
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=270,4. Store items on body by releasing them in a specific area near the body,3D,speed,1-2,1-2,yes,large,On-body,static,grid,Torso,periphery,none,Release-to-select,no,yes,no,18.120386,-26.933125,Blue
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=314,5. Select a turret to touch with a weapon to disable it,3D,speed,1-2,1-2,yes,large,Peripersonal,both,random,Environment,both,minimal,Touch,no,no,yes,45.26285,-1.2678081,Tomato
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=288,6. Retrieve an item from on-body inventory,3D,accuracy,1-2,3-9,yes,medium,On-body,static,grid,Torso,periphery,heavy,Grasp,no,yes,no,-30.947147,8.957418,Green
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=650,7. Select a target to aim at and shoot,3D,equal,1-2,3-9,no,large,Extrapersonal,both,random,Environment,both,heavy,Shoot,no,yes,yes,13.331524,-8.957561,Gold
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=715,8. Pull a switch,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Manipulate-to-select,no,yes,yes,-14.663711,16.638006,MediumPurple
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?t=783,9. Select a button to press on a wall,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Press Virtual Button,no,yes,yes,4.8764668,-36.722004,LimeGreen
Espire 1: VR Operative,https://youtu.be/u6BJT_BlUUY?si=YIOOkMcw___KVbgd&t=1534 ,10. Select a floating button to hover over on the left wrist,2D,accuracy,1-2,1-2,yes,small,On-body,moving,random,Hand,periphery,none,Hover,yes,yes,no,-12.355405,2.9676478,DarkTurquoise
Population: ONE,https://youtu.be/j8bZ0OyE7WU?si=i_wUi5ptN4OKZn0X&t=11,1. Select a weapon to pull out from a hand-anchored UI,2D,equal,3-9,3-9,yes,medium,On-body,both,circular,Torso,both,minimal,Release-to-select,yes,yes,no,17.208784,-29.19566,Blue
Population: ONE,https://youtu.be/A3ySZ8powiw?t=59,2. Select floating objects to grab (i.e. weapons),3D,equal,1-2,3-9,yes,medium,Peripersonal,both,random,Environment,both,minimal,Grasp,yes,yes,yes,-18.059227,-19.464508,Green
Population: ONE,https://youtu.be/A3ySZ8powiw?t=117,3. Select a target to aim at and shoot,3D,accuracy,1-2,3-9,yes,large,Extrapersonal,both,random,Environment,both,minimal,Shoot,no,yes,yes,13.244679,-9.78721,Gold
Population: ONE,https://youtu.be/hX2DI9fGbaY?t=41,4. Select from a UI at a distance,2D,accuracy,3-9,10-19,yes,medium,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,9.376178,13.508706,Red
SUPERHOT VR,https://youtu.be/QGKbGxBBDIw?t=280,1. Select game objects through grasping,3D,speed,3-9,3-9,no,medium,Peripersonal,static,random,Environment,center,minimal,Grasp,yes,yes,yes,-8.647017,-17.582151,Green
SUPERHOT VR,https://youtu.be/QGKbGxBBDIw?t=308,2. Select target enemies to aim at and shoot,3D,equal,3-9,3-9,no,large,Extrapersonal,both,random,Environment,center,heavy,Shoot,no,yes,yes,15.237828,-7.2542677,Gold
SUPERHOT VR,https://youtu.be/QGKbGxBBDIw?si=4Dxr8BwZ_r7_cmsy&t=282 ,3. Select objects to throw towards selected targets,3D,equal,1-2,3-9,no,large,Extrapersonal,both,random,Environment,both,minimal,Throw,yes,yes,yes,36.795986,14.623105,DeepSkyBlue
SUPERHOT VR,https://youtu.be/QGKbGxBBDIw?si=lZmEy4ZKMeiI5d5r&t=725 ,4. Select enemies through crossing using a knife,3D,speed,1-2,3-9,no,large,Peripersonal,both,random,Environment,both,minimal,Cross,no,yes,yes,-39.281586,-9.913002,Chocolate
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=116,1. Directly grab objects in environment,3D,equal,3-9,10-19,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-11.664028,-15.974959,Green
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=382,2. Press a physical button in environment,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,both,none,Press Virtual Button,no,yes,yes,3.5419624,-38.11735,LimeGreen
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=466,3. Open grasped door,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,none,Manipulate-to-select,no,yes,yes,-14.641638,16.985495,MediumPurple
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1143,5. Hold both hands in respective areas to select gloves,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,periphery,minimal,Hover,no,no,yes,-13.169177,0.85313326,DarkTurquoise
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1191,6. Select items to acquire from a far distance,3D,equal,3-9,10-19,no,medium,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,-8.446989,35.16981,Red
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1255,7. Select an object in the air to catch,3D,speed,1-2,1-2,yes,small,Peripersonal,moving,random,Environment,both,none,Catch,no,yes,no,-34.244793,-11.474613,DarkOrange
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1257,8. Push an ammo mag into a selected whole in the gun,3D,speed,1-2,1-2,yes,small,On-body,moving,random,Hand,both,none,Push,no,yes,no,9.769408,-34.61314,Olive
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1444,9. Switch a tool through menu that pops up in air,2D,equal,1-2,3-9,yes,medium,On-body,static,grid,Hand,both,minimal,Release-to-select,yes,yes,no,14.146071,-29.17471,Blue
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1469,10. Rotate a cable on the wall ,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,grid,Environment,center,heavy,Manipulate-to-select,yes,yes,yes,-14.44194,17.762419,MediumPurple
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1488,11. Select an area or surface to place and hold the user's hand to replenish health,3D,accuracy,1-2,1-2,yes,large,Peripersonal,static,random,Environment,periphery,minimal,Hover,yes,yes,yes,-13.207448,0.90613,DarkTurquoise
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=1666,12. Select targets or enemies to aim at and shoot,3D,equal,3-9,3-9,no,large,Extrapersonal,both,random,Environment,center,heavy,Shoot,no,no,yes,15.2676735,-7.3231473,Gold
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=2071,13. Store an item in on-hand inventory,3D,speed,1-2,1-2,yes,medium,On-body,moving,random,Hand,periphery,heavy,Release-to-select,yes,yes,no,14.7661705,-30.676842,Blue
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=2221,14. Select a ladder bar or surface to grasp to climb,3D,accuracy,3-9,3-9,no,large,Peripersonal,static,grid,Environment,both,minimal,Grasp,no,yes,yes,-6.7043552,-14.901371,Green
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=18316,15. Select a target to throw an object towards (i.e. grenade),3D,accuracy,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,both,heavy,Throw,no,no,yes,36.0284,15.557059,DeepSkyBlue
Half-life: Alyx,https://youtu.be/ZX-03yBcm3k?t=7152,16. Point to a piece of the puzzle in the mini globe to select it,3D,accuracy,3-9,3-9,no,tiny,On-body,both,random,Hand,both,minimal,Point,yes,yes,no,6.2567315,35.746002,Red
Half-life: Alyx,https://youtu.be/UmpFzk3ZyOA?t=29,17. Select rom a close by UI,2D,accuracy,10-19,20+,yes,medium,Peripersonal,static,grid,Environment,center,none,Point,yes,yes,no,4.0253215,18.228771,Red
STAR WARS: Squadrons,https://youtu.be/yYMx_yi_OP4?t=168 ,"1. Select a target to follow with spaceship or area to go to that is targetted, usually tracked with a highlight",3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,moving,random,Environment,both,minimal,Point,yes,yes,yes,-6.750859,37.687756,Red
STAR WARS: Squadrons,https://youtu.be/yYMx_yi_OP4?t=303 ,2. Select a target object or area to aim at and shoot with different types of missiles or projectiles ,3D,equal,1-2,3-9,yes,large,Extrapersonal,static,random,Environment,center,minimal,Shoot,yes,yes,yes,12.175508,-9.492832,Gold
BONEWORKS,https://youtu.be/Kij1QXtWZvE?si=Dze5MmFzyxm44gc3&t=134,1. Point and click to select objects at a distance,3D,equal,3-9,3-9,no,medium,Extrapersonal,both,random,Environment,both,minimal,Point,no,yes,yes,-7.828147,34.29703,Red
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=690,2. Directly grasp nearby objects,3D,equal,3-9,10-19,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-11.979639,-16.094767,Green
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=161,3. Select a different state by pulling a lever,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Manipulate-to-select,no,yes,no,-14.488192,16.486807,MediumPurple
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=1727,4. Select a 3D button to press,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,both,none,Press Virtual Button,no,yes,yes,3.3875775,-37.895073,LimeGreen
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=2158,5. Select an area or target to throw an object towards ,3D,equal,1-2,3-9,no,large,Extrapersonal,static,random,Environment,both,heavy,Throw,no,no,yes,35.78257,15.547891,DeepSkyBlue
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=374,6. Pull a door handle to open the door,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,periphery,minimal,Grasp,no,yes,yes,-20.141066,-10.374282,Green
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=724,7. Punch/push an object or an avatar,3D,speed,1-2,3-9,no,large,Peripersonal,both,random,Environment,both,heavy,Push,no,yes,yes,7.3147836,-32.964565,Olive
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=845,8. Select a glass to destroy with a hammer,3D,equal,3-9,3-9,no,large,Peripersonal,static,random,Environment,both,none,Cross,no,yes,yes,-39.52962,-8.722044,Chocolate
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=1277,10. Store gun in the holster on left hip,3D,accuracy,1-2,3-9,yes,medium,On-body,static,circular,Torso,periphery,heavy,Release-to-select,no,yes,no,18.487751,-27.552425,Blue
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=1287,11. Select a weapon to retrieve from on-body inventory,3D,equal,3-9,3-9,yes,medium,On-body,static,circular,Torso,periphery,heavy,Grasp,no,yes,no,-31.746202,9.255302,Green
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=1368,12. Select an area to push an item to to unlock the barrier to another,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,both,none,Release-to-select,no,yes,yes,10.792998,-29.68099,Blue
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=1416,13. Insert an ammo mag into chamber,3D,accuracy,1-2,1-2,yes,small,On-body,moving,random,Hand,both,minimal,Release-to-select,no,yes,no,14.765825,-30.467537,Blue
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=1419,13. Select targets to aim at at a distance and shoot,3D,equal,3-9,10-19,no,large,Extrapersonal,both,random,Environment,center,heavy,Shoot,no,yes,yes,15.7285385,-7.792012,Gold
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=1559,14. Select an enemy to attack with a sword,3D,equal,3-9,3-9,no,large,Peripersonal,moving,random,Environment,both,minimal,Cross,no,yes,yes,-39.50534,-8.897199,Chocolate
BONEWORKS,https://youtu.be/KQJzGzuMNOM?t=247,16. Interact with a env-referenced UI,2D,accuracy,3-9,10-19,yes,large,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,yes,9.435416,13.251515,Red
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=2024,16. Put on a helmet,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Head,center,none,Release-to-select,yes,yes,no,15.253408,-27.449377,Blue
BONEWORKS,https://youtu.be/Kij1QXtWZvE?t=18748,17. Select objects with a gravity gun,3D,accuracy,3-9,3-9,no,small,Extrapersonal,static,random,Environment,both,heavy,Point,no,yes,yes,-8.341249,34.38263,Red
BONEWORKS,https://youtu.be/KQJzGzuMNOM?t=102,18. Select an item to carry by storing them in the back of the user,3D,speed,1-2,1-2,yes,large,On-body,static,random,Torso,center,none,Release-to-select,no,yes,no,17.77305,-26.897251,Blue
Zenith: The Last City,https://youtu.be/4EAuWQqanPM?t=162,1. Select a target or enemy to aim at and shoot,3D,accuracy,1-2,3-9,yes,medium,Extrapersonal,both,random,Environment,both,minimal,Shoot,no,yes,yes,13.215,-10.052925,Gold
Zenith: The Last City,https://youtu.be/4EAuWQqanPM?t=168,2. Select from map UI at a distance,2D,accuracy,3-9,10-19,yes,small,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,9.194149,15.795201,Red
Zenith: The Last City,https://youtu.be/sq7G8VP-kzE?t=305,3. Select objects from a distance,3D,equal,3-9,3-9,yes,medium,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,-8.372989,34.297596,Red
Zenith: The Last City,https://youtu.be/sq7G8VP-kzE?t=389,4. Select an item from a UI inventory,2D,equal,3-9,10-19,yes,small,Extrapersonal,static,grid,Environment,both,minimal,Point,yes,yes,yes,8.867894,14.365119,Red
Zenith: The Last City,https://youtu.be/sq7G8VP-kzE?si=03z809Nz1FPa7o6L&t=111 ,5. Select targets or enemies to chop,3D,accuracy,1-2,3-9,yes,medium,Peripersonal,both,random,Environment,both,minimal,Cross,no,yes,yes,-38.790928,-10.147064,Chocolate
X-Plane 11,https://youtu.be/C6mhb4MY4ZQ?t=167,1. Select from a UI at a distance,2D,speed,10-19,10-19,yes,medium,Extrapersonal,static,grid,Environment,center,none,Point,no,yes,no,5.4275045,10.972493,Red
X-Plane 11,https://youtu.be/C6mhb4MY4ZQ?t=195,2. Grasp the door handle,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Grasp,yes,yes,no,-20.04287,-12.508374,Green
X-Plane 11,https://youtu.be/EFQBnqrkeks?t=268,4.Interact with a UI to change its size/placement,2D,speed,3-9,3-9,no,medium,On-body,static,grid,Head,both,none,Point,yes,yes,no,5.8374314,33.214695,Red
X-Plane 11,https://youtu.be/EFQBnqrkeks?t=364,"5. highlight then select through pointing some cockpit handles, buttons, switches, and other pannel components ",3D,equal,10-19,10-19,yes,small,Extrapersonal,static,grid,Environment,center,minimal,Point,yes,yes,no,-7.7222486,36.447105,Red
X-Plane 11,https://youtu.be/gQ2DTepz40w?t=163,6. Rotate a button to select another value/or induce a change in altitude or such,3D,speed,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,minimal,Manipulate-to-select,yes,yes,no,-12.549102,17.660208,MediumPurple
X-Plane 11,https://youtu.be/gQ2DTepz40w?t=148,7. Selecting through touch from a monitor UI in the cockpit,2D,accuracy,3-9,10-19,yes,medium,Peripersonal,static,grid,Environment,center,none,Touch,yes,yes,no,48.356953,-6.8843703,Tomato
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=108 ,1. Select objects from the VE using grasp directly with hands,3D,accuracy,3-9,10-19,yes,small,Peripersonal,static,list,Environment,both,none,Grasp,no,yes,yes,-11.5335245,-14.057303,Green
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=540 ,2. Push the selected drawer handle,3D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,list,Environment,center,none,Grasp,no,yes,yes,-6.8429704,-15.849157,Green
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=68 ,3. Select an area or target to throw an object at or towards,3D,accuracy,3-9,3-9,no,medium,Extrapersonal,static,random,Environment,center,none,Throw,no,yes,yes,36.025757,16.766241,DeepSkyBlue
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=307 ,"4. Select from a UI, menu notepad 2D UI for example ",2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Touch,no,yes,yes,48.7551,-7.002162,Tomato
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=1637 ,"5. Select parts of the avatar to destroy, cut or move using cross selection, for example with a surgical knife cut a path through organs, or with a hammer destroy bones, etc.",3D,accuracy,1-2,3-9,yes,medium,Peripersonal,static,random,Environment,center,minimal,Cross,no,yes,yes,-38.441235,-10.013676,Chocolate
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=196 ,"6. Selecting locks to open, for example a container or case locks",3D,accuracy,1-2,1-2,yes,tiny,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-21.217354,-10.6393585,Green
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=242 ,"7. Select buttons to press or switches to push, for example to turn on or off a display screen",3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,random,Environment,both,none,Press Virtual Button,no,yes,yes,3.2401133,-37.377472,LimeGreen
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=980 ,8. Hover over a part of the body with an electrical surgical saw to cut/destroy selected avatar parts or areas,3D,accuracy,10-19,10-19,yes,medium,Peripersonal,static,grid,Environment,center,none,Hover,no,yes,yes,-12.847767,0.44502556,DarkTurquoise
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=1817 ,9. Open a portal through rotating a wheel,3D,equal,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,none,Manipulate-to-select,no,no,yes,-14.486727,16.90902,MediumPurple
Surgeon Simulator VR: Meet The Medic,https://www.youtube.com/live/z4PNN46_AvY?feature=share&t=1947 ,10 Select a handle or switch to push down or up to control gravity ,3D,equal,1-2,1-2,yes,small,Peripersonal,static,random,Environment,periphery,none,Manipulate-to-select,no,yes,yes,-15.419507,16.576519,MediumPurple
Horizon Worlds,https://youtu.be/g6Ni5S56lec?t=32,1. Selection from environment-referenced flat UI,2D,equal,10-19,20+,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,8.351574,10.654368,Red
Horizon Worlds,https://youtu.be/bk1dSZAsuYU?si=fTBimeN3lhxXUT5-&t=31,2. Touch a flat button on left hand to open menu,2D,accuracy,1-2,1-2,yes,tiny,On-body,moving,random,Hand,both,none,Touch,yes,yes,no,43.71175,-7.7458687,Tomato
Horizon Worlds,https://youtu.be/g6Ni5S56lec?t=73,3. Select a simple button with a ray,2D,equal,1-2,1-2,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,yes,6.121058,9.840483,Red
Horizon Worlds,https://youtu.be/bk1dSZAsuYU?si=BMK6KoSvrB4N-_rf&t=284,4. Point to a UI attached to left hand,2D,accuracy,3-9,3-9,yes,tiny,On-body,moving,grid,Hand,both,none,Point,yes,yes,no,9.402355,34.8419,Red
